routeID,city,routeName,departureStopName,destinationStopName
TXG127,Taichung,127,豐樂雕塑公園,臺中洲際棒球場
TXG1271,Taichung,127延,大慶車站,臺中洲際棒球場
TXG128,Taichung,128,大雅,清水
TXG129,Taichung,128區,大雅,梧棲
TXG131,Taichung,131,北屯區行政大樓,朝陽科技大學
TXG132,Taichung,132,北屯區行政大樓,朝陽科技大學
TXG133,Taichung,133,高鐵臺中站,朝陽科技大學
TXG14,Taichung,14,干城站,舊庄
TXG141,Taichung,14副,干城站,神岡區公所
TXG1411,Taichung,14副2,干城站,大圳厚生路口
TXG142,Taichung,142,干城站,豐年社區
TXG144,Taichung,14延,干城站,南清宮
TXG15,Taichung,15,臺中刑務所演武場,國軍臺中總醫院
TXG151,Taichung,151,臺中市議會,朝陽科技大學
TXG152,Taichung,152,臺中市議會,陽明大樓
TXG153,Taichung,153,高鐵臺中站,谷關
TXG154,Taichung,154,臺中女中,大甲區公所
TXG1541,Taichung,154延,臺中女中,頂店
TXG155,Taichung,155,高鐵臺中站,麗寶樂園
TXG1551,Taichung,155副,高鐵臺中站,麗寶樂園
TXG156,Taichung,156,臺中國際機場,高鐵臺中站
TXG157,Taichung,157,文心森林公園,大甲區公所
TXG158,Taichung,158,高鐵臺中站,朝陽科技大學
TXG159,Taichung,159,高鐵臺中站,臺中公園
TXG160,Taichung,160,高鐵臺中站,文修停車場
TXG161,Taichung,161,高鐵臺中站,中科管理局
TXG162,Taichung,162,靜宜大學希嘉學苑,嘉陽高中
TXG163,Taichung,163,華盛頓中學,第一廣場
TXG164,Taichung,164,清水國中,楊厝里
TXG165,Taichung,165,清水國中,舊庄
TXG17,Taichung,17,草湖,霧峰復興八街
TXG170,Taichung,170,大甲體育場,梧棲
TXG171,Taichung,171,大甲,大安港
TXG172,Taichung,172,大甲,福住里
TXG178,Taichung,178,清水車站,高美濕地
TXG179,Taichung,179,清水車站,高美濕地
TXG18,Taichung,18,朝馬轉運站,大智公園
TXG180,Taichung,180,沙鹿,彰化
TXG181,Taichung,181,苑裡站,大甲區公所
TXG1811,Taichung,181區1,苑裡站,日南國中
TXG1812,Taichung,181區2,苑裡站,日南國中
TXG182,Taichung,182,豐原,清水(經新庄)
TXG183,Taichung,183,豐原,臺中港郵局(經新庄)
TXG185,Taichung,185,豐原,清水(經東山)
TXG186,Taichung,186,豐原,臺中港郵局(經東山)
TXG19,Taichung,19,慈濟醫院,國立臺灣美術館
TXG20,Taichung,20,干城站,潭子車站
TXG200,Taichung,200,霧峰農會,臺中女中
TXG2001,Taichung,200延,亞大醫院,臺中女中
TXG201,Taichung,201,柳豐路(亞大醫院),新民高中(健行路)
TXG202,Taichung,202,豐富公園(經樹德路、慈濟),豐原(經樹德路、慈濟)
TXG203,Taichung,203,豐富公園(經新田、慈濟),豐原(經新田、慈濟)
TXG206,Taichung,206,豐原,東勢高工
TXG207,Taichung,207,豐原,谷關
TXG208,Taichung,208,豐原,卓蘭
TXG209,Taichung,209,豐原,東勢林場
TXG21,Taichung,21,臺中刑務所演武場,貴城山莊
TXG210,Taichung,210,大甲車站,土城
TXG211,Taichung,211,豐原,大甲體育場
TXG212,Taichung,212,豐原,大甲體育場(水美)
TXG213,Taichung,213,豐原,大甲體育場
TXG214,Taichung,214,后里馬場,大甲車站
TXG215,Taichung,215,豐原,大甲體育場(經麗寶樂園)
TXG216,Taichung,216,大甲,南埔
TXG218,Taichung,218,豐原,神岡區公所
TXG219,Taichung,219,石岡國小,上龍興里
TXG220,Taichung,220,豐原,臺中榮總
TXG223,Taichung,223,豐原,公老坪頂
TXG226,Taichung,226,中科后里辦公室,太平里
TXG2261,Taichung,226延,中社,太平里
TXG227,Taichung,227,豐原,東陽里
TXG228,Taichung,228,大鵬國小,豐原東站
TXG229,Taichung,229,豐原,朝馬
TXG23,Taichung,23,中清同榮路口,市立大里高中
TXG232,Taichung,232,豐原,東山
TXG235,Taichung,235,文化中心-南環,文化中心-北環
TXG237,Taichung,237,豐原,大肚車站
TXG238,Taichung,238,豐原,臺中港郵局(經沙鹿)
TXG239,Taichung,239,豐原,梧棲站
TXG242,Taichung,242,五權車站,一江橋
TXG243,Taichung,243,東山高中(景賢六路),亞洲大學安藤館
TXG246,Taichung,246,秀泰影城,國軍臺中總醫院
TXG248,Taichung,248,新烏日車站,修平科技大學
TXG25,Taichung,25,忠信國小(柳川西路),僑光科技大學
TXG250,Taichung,250,東勢,中坑坪
TXG251,Taichung,251,東勢,橫流溪
TXG252,Taichung,252,東勢,大雪山森林遊樂區
TXG253,Taichung,253,東勢,士林村
TXG258,Taichung,258,東勢,卓蘭
TXG26,Taichung,26,新民高中,嶺東科技大學
TXG260,Taichung,260,東勢,水尾
TXG261,Taichung,261,東勢,明正里
TXG263,Taichung,263,東勢,崑山
TXG264,Taichung,264,東勢,新五村
TXG265,Taichung,265,東勢,新五村
TXG266,Taichung,266,東勢,谷關
TXG267,Taichung,267,東勢,上台電
TXG269,Taichung,269,谷關,八仙山森林遊樂區
TXG27,Taichung,27,臺中車站(民族路口),嶺東三站
TXG270,Taichung,270,豐富公園,東勢
TXG271,Taichung,271,豐富公園,東勢
TXG272,Taichung,272,東勢,茄苳寮
TXG273,Taichung,273,新五村,茄苳寮
TXG275,Taichung,275,東勢,中和
TXG276,Taichung,276,豐富公園,東勢
TXG277,Taichung,277,豐富公園,東勢
TXG278,Taichung,278,東勢,水井
TXG279,Taichung,279,新社,水井
TXG28,Taichung,28,四張犁圖書館,坪頂
TXG280,Taichung,280,臺中二中,修平科技大學
TXG281,Taichung,281,新建國市場,霧峰農工
TXG282,Taichung,282,亞洲大學安藤館,桐林
TXG2821,Taichung,282副,亞洲大學安藤館,桐林
TXG283,Taichung,283,省議會, 大里仁愛醫院
TXG284,Taichung,284,臺中車站,修平科技大學
TXG285,Taichung,285,新建國市場,銀聯一村
TXG2851,Taichung,285副,新建國市場,竹仔坑
TXG286,Taichung,286,臺中二中,崁頂
TXG287,Taichung,287,國軍臺中總醫院,茅埔
TXG288,Taichung,288,臺中二中,茅埔
TXG289,Taichung,289,臺中二中,東平社區
TXG29,Taichung,29,臺中監獄,第一廣場
TXG290,Taichung,290,干城站 ,童綜合醫院(梧棲院區)
TXG2901,Taichung,290繞,干城站,童綜合醫院(梧棲院區)
TXG291,Taichung,291,山多綠社區,環保公園
TXG3,Taichung,3,東山高中,高鐵臺中站
TXG30,Taichung,30,中台新村,干城站
TXG300,Taichung,300,靜宜大學,臺中車站
TXG301,Taichung,301,靜宜大學,新民高中
TXG302,Taichung,302,臺中國際機場,臺中公園
TXG303,Taichung,303,港區藝術中心,新民高中
TXG304,Taichung,304,港區藝術中心,新民高中
TXG305,Taichung,305,大甲,臺中車站
TXG306,Taichung,306,清水,臺中車站(經梧棲)
TXG307,Taichung,307,梧棲觀光漁港,新民高中
TXG308,Taichung,308,關連工業區,新民高中
TXG309,Taichung,309,高美濕地,臺中車站
TXG310,Taichung,310,臺中港旅客服務中心,臺中車站
TXG32,Taichung,32,大鵬新城,旱溪東東英五街口
TXG323,Taichung,323,臺中區監理所(遊園路),臺中車站(民族路口)
TXG3231,Taichung,323區,東海別墅,臺中車站(民族路口)
TXG324,Taichung,324,臺中都會公園,新民高中
TXG325,Taichung,325,大肚車站,臺中車站
TXG326,Taichung,326,靜宜大學,新民高中
TXG33,Taichung,33,僑光科技大學,高鐵臺中站
TXG35,Taichung,35,南區公所,僑光科技大學
TXG3510,Taichung,351,統聯轉運站,臺中工業區
TXG352,Taichung,352,大肚,中科管理局
TXG3521,Taichung,352延,大肚,中科實驗高中(平和路)
TXG353,Taichung,353,天母櫻城,沙鹿
TXG3541,Taichung,354,東海路思義教堂,文修停車場
TXG355,Taichung,355,臺中區監理所(遊園路),西苑高中
TXG356,Taichung,356,國安社區(宜寧中學),大慶車站
TXG357,Taichung,357,臺中榮總,中台新村
TXG358,Taichung,358,仁友停車場,文修停車場
TXG359,Taichung,359,東海別墅,文心森林公園
TXG37,Taichung,37,橫山,高鐵臺中站
TXG39,Taichung,39,高鐵臺中站,立新國小
TXG40,Taichung,40,干城站,中台新村
TXG41,Taichung,41,公共資訊圖書館,修平科技大學
TXG410,Taichung,310區1,臺中港旅客服務中心,臺中車站
TXG411,Taichung,310區2,靜宜大學,臺中車站
TXG45,Taichung,45,中科管理局,干城站
TXG450,Taichung,866區2,梨山,武陵農場
TXG451,Taichung,45延,中科實驗高中(平和路),干城站
TXG453,Taichung,866區1,福壽山農場,梨山
TXG459,Taichung,45區,中科管理局,第一廣場
TXG460,Taichung,45延1,中科實驗高中(平和路),干城站
TXG465,Taichung,65延,南區公所,潭雅神綠園道
TXG467,Taichung,65繞,南區公所,潭雅神綠園道
TXG48,Taichung,48,興大附農,嶺東科技大學
TXG481,Taichung,48區,興大附農,中港澄清醫院
TXG49,Taichung,49,老虎城,協和國小分校
TXG5,Taichung,5,臺中車站(民族路口),僑光科技大學
TXG50,Taichung,50,文英兒童公園,921地震教育園區
TXG500,Taichung,500,忠義里(中科實驗高中),臺中車站
TXG51,Taichung,51,莒光新城,大坑9號步道
TXG52,Taichung,52,中興大學-左環,中興大學-右環
TXG53,Taichung,53,太原車站,省議會
TXG531,Taichung,53區,文心市政路口,省議會
TXG54,Taichung,54,下港尾,烏日停車場
TXG55,Taichung,55,地方法院,豐原
TXG56,Taichung,56,干城站,新烏日車站
TXG58,Taichung,58,大慶活動中心,潭子勝利運動公園
TXG581,Taichung,58區1,大慶活動中心,北屯區行政大樓
TXG582,Taichung,58區2,明德高中,潭子勝利運動公園
TXG583,Taichung,58副,大慶活動中心,潭子勝利運動公園
TXG59,Taichung,59,捷運松竹站,舊正
TXG5901,Taichung,59延,捷運松竹站,舊正社區停車場
TXG592,Taichung,91繞,舊庄,中興嶺停車場
TXG6,Taichung,6,干城站,忠義里
TXG60,Taichung,60,大智公園(立德東街),坪頂
TXG61,Taichung,61,太平,大雅
TXG611,Taichung,211區,泰安,新政大安港路口
TXG616,Taichung,616,臺中港郵局,大甲銅安厝
TXG63,Taichung,63,豐原,臺中榮總
TXG65,Taichung,65,南區公所,潭雅神綠園道
TXG653,Taichung,153副,新市政中心,谷關
TXG655,Taichung,655,梧棲觀光漁港,嶺東科技大學
TXG657,Taichung,657,大甲高工,建興
TXG658,Taichung,658,大安濱海樂園,惠文高中(惠文路)
TXG6581,Taichung,658延,海墘國小,惠文高中
TXG659,Taichung,659,幼獅工業區服務中心,臺中榮總(臺灣大道)
TXG66,Taichung,66,慈濟醫院-右環,天星大飯店-左環
TXG661,Taichung,661,致用高中-右環,致用高中-左環
TXG662,Taichung,662,大甲高中(水源路),苑裡站
TXG668,Taichung,668,日南車站,大甲區公所
TXG67,Taichung,67,秀泰影城,東海街口
TXG671,Taichung,67繞,秀泰影城,東海街口
TXG672,Taichung,272繞,東勢,茄苳寮
TXG675,Taichung,677區,二號橋,沙鹿
TXG677,Taichung,677,巨業沙鹿站-左環,巨業沙鹿站-右環
TXG681,Taichung,68,坪頂,中臺科技大學
TXG682,Taichung,68繞,坪頂,中臺科技大學
TXG688,Taichung,688,清水車站,臺中港旅客服務中心
TXG69,Taichung,69,龍潭里,臺中國際機場
TXG691,Taichung,69繞,龍潭里,臺中國際機場
TXG699,Taichung,699,大甲體育場,南埔
TXG7,Taichung,7,臺中一中,永成公園(永富街)
TXG70,Taichung,70,嶺東科技大學,第一廣場
TXG700,Taichung,700,明德高中(明德街),豐原高中
TXG701,Taichung,701,豐原東站,新建國市場
TXG71,Taichung,71,臺中洲際棒球場,植物園(西屯路)
TXG72,Taichung,72,仁友停車場,慈濟醫院
TXG73,Taichung,73,統聯轉運站,文英兒童公園
TXG74,Taichung,74,太平,嶺東科技大學
TXG75,Taichung,75,臺中榮總,一江橋
TXG751,Taichung,75區1,臺中女中,一江橋
TXG77,Taichung,77,中科管理局,臺中慈濟醫院
TXG79,Taichung,79,中科管理局,大慶車站
TXG8,Taichung,8,臺中刑務所演武場,逢甲大學(逢甲路)
TXG800,Taichung,800,捷運北屯總站,仁友停車場
TXG81,Taichung,81,統聯轉運站,太平
TXG811,Taichung,811,豐原東站,大甲體育場
TXG812,Taichung,812,豐原東站 ,后里東站
TXG813,Taichung,813,后里車站,文武公園
TXG82,Taichung,82,水湳,高鐵臺中站
TXG821,Taichung,821,東勢,和平衛生所
TXG83,Taichung,83,捷運文心森林公園站,仁友停車場
TXG839,Taichung,839,泰安車站,國立苑裡高中
TXG85,Taichung,85,新光里(新福路),一江橋
TXG850,Taichung,850,臺中車站,谷關
TXG853,Taichung,153區,高鐵臺中站,東勢高工
TXG865,Taichung,865,谷關,梨山
TXG866,Taichung,866,天池達觀亭,武陵農場
TXG8663,Taichung,866區3,天池達觀亭,福壽山農場
TXG89,Taichung,89,嶺東科技大學,東門橋
TXG899,Taichung,199,龍井竹坑口,文修停車場
TXG8991,Taichung,199延,龍津高中,文修停車場
TXG9,Taichung,9,公共資訊圖書館(建成路),清水
TXG90,Taichung,90,豐原,東勢高工
TXG900,Taichung,900,光明國中 ,豐原高中
TXG901,Taichung,901,豐原,明德高中
TXG904,Taichung,305W,臺中車站,大甲
TXG905,Taichung,305E,大甲,臺中車站
TXG906,Taichung,306W,臺中車站,清水
TXG908,Taichung,306E,清水,臺中車站(經梧棲)
TXG909,Taichung,151區,高鐵臺中站,朝陽科技大學
TXG91,Taichung,91,舊庄,中興嶺停車場
TXG910,Taichung,901副,豐原,明德高中
TXG911,Taichung,91延,臺中國際機場,中興嶺停車場
TXG912,Taichung,21延1,臺中刑務所演武場,民德橋
TXG913,Taichung,21延2,臺中刑務所演武場,中興嶺
TXG914,Taichung,152區,臺中市議會,圓環南永安街口
TXG916,Taichung,281副,新建國市場,霧峰農工
TXG919,Taichung,309區,靜宜大學,臺中車站
TXG92,Taichung,92,豐原,大安國中
TXG920,Taichung,920,八方國際夜市,育賢環中東/西路口
TXG9211,Taichung,921,豐原東站,軍功松竹路口
TXG9221,Taichung,922,北屯區行政大樓,大坑九號步道
TXG924,Taichung,70A,第一廣場,嶺東科技大學
TXG925,Taichung,70B,嶺東科技大學,第一廣場
TXG93,Taichung,93,高鐵臺中站,銅安厝
TXG932,Taichung,105區1,新興里,四張犁
TXG933,Taichung,105區2,臺中高工,四張犁
TXG937,Taichung,306繞,清水,臺中車站(經梧棲)
TXG938,Taichung,305區,巨業沙鹿站,大甲
TXG939,Taichung,306區1,靜宜大學,清水(經梧棲)
TXG940,Taichung,306區2,沙鹿站,清水(經梧棲)
TXG941,Taichung,68延,鹿寮國中,中臺科技大學
TXG942,Taichung,68延(繞國安國小),鹿寮國中,中臺科技大學(繞國安國小)
TXG943,Taichung,20區,干城,東山高中
TXG947,Taichung,617,臺中港旅客服務中心,仁友停車場
TXG95,Taichung,95,六福公園,外埔老人文康中心
TXG950,Taichung,90延,豐原,和平衛生所
TXG951,Taichung,95副,六福公園,土城
TXG956,Taichung,206延,石岡國中,東勢高工
TXG959,Taichung,219延,石岡國中,上龍興里
TXG960,Taichung,220繞,豐原,臺中榮總
TXG966,Taichung,266繞,東勢,谷關
TXG97,Taichung,97,國立苑裡高中,臺中國際機場
TXG974,Taichung,74繞,太平,嶺東科技大學
TXG975,Taichung,275區,下新社,中和
TXG979,Taichung,989延,翁子,神圳國中
TXG98,Taichung,98,神岡庄尾,普濟寺
TXG981,Taichung,98繞,神岡庄尾,普濟寺
TXG985,Taichung,A1,臺中國際機場,臺中公園
TXG986,Taichung,A2,臺中國際機場,臺中車站
TXG987,Taichung,A3,臺中國際機場,逢甲夜市
TXG989,Taichung,989,翁子,圳前仁愛公園
TXG99,Taichung,99,精武車站,嶺東科技大學
TXG991,Taichung,99延,精武車站,臺中區監理所(遊園路)
TXG999,Taichung,956,豐原東站,光華高工
TNN10019,Tainan,19,安平,大灣
TNN10020,Tainan,20,南紡購物中心,海東國小
TNN10021,Tainan,21,臺南火車站,永康工業區
TNN10160,Tainan,1,臺南火車站,茄萣
TNN10161,Tainan,18,台南站,塭南里
TNN10162,Tainan,2,崑山科大,安平
TNN10163,Tainan,3,海東國小,德高國小
TNN10164,Tainan,5,桂田酒店,市立醫院、大甲里
TNN10165,Tainan,6,仁德轉運站,新興國宅
TNN10166,Tainan,7,臺南火車站,台糖安南學苑
TNN10167,Tainan,9,臺南火車站,公親里
TNN10168,Tainan,10,臺南火車站,鹿耳門
TNN10169,Tainan,11,大成路口,城西里
TNN10170,Tainan,14,臺南火車站,億載金城
TNN10231,Tainan,測試20路,安工區,玉井
TNN10262,Tainan,H31,市政府,高鐵台南站
TNN10265,Tainan,H62,奇美醫院,高鐵台南站
TNN1033,Tainan,33,高鐵嘉義站,故宮南院 ─ 關子嶺
TNN10450,Tainan,0左,火車北站,火車北站
TNN10451,Tainan,0右,火車南站,火車南站
TNN10452,Tainan,15,奇美醫院,大成國中
TNN10480,Tainan,測試1路,安工區,曾文管理局
TNN10492,Tainan,測試18路,去程第1站,回程第1站
TNN1061,Tainan,61 西濱快線,新營站,臺灣鹽博物館
TNN1070,Tainan,70,健康路(70左),中華北路(70右)
TNN1077,Tainan,77,原住民文化會館,南紡購物中心
TNN1088,Tainan,88,火車南站,火車南站
TNN1099,Tainan,99,臺南轉運站,七股鹽山
TNN1100,Tainan,綠幹線,臺南,玉井
TNN1101,Tainan,綠1,新化,善化
TNN1102,Tainan,綠2,新化,山上
TNN1103,Tainan,綠3,新化,善化
TNN1104,Tainan,綠4,新化,善化
TNN1105,Tainan,綠5,臺鐵永康,大社
TNN1106,Tainan,綠6,新化,大社
TNN1107,Tainan,綠7,新化,大社
TNN1110,Tainan,綠10,新化,山上
TNN1111,Tainan,綠11,新化,善化
TNN1112,Tainan,綠12,臺南、新化,南化玉山
TNN1113,Tainan,綠13,新化,左鎮
TNN1114,Tainan,綠14,新化,九層嶺
TNN1115,Tainan,綠15,新化,五甲勢
TNN1116,Tainan,綠16,新化,關廟
TNN1117,Tainan,綠17,安工區,新化
TNN1120,Tainan,綠20,玉井,永興吊橋
TNN1121,Tainan,綠21,玉井,龜丹油礦
TNN1122,Tainan,綠22,玉井,梅嶺
TNN1123,Tainan,綠23,玉井,雙溪
TNN1124,Tainan,綠24,玉井,曾文水庫
TNN1125,Tainan,綠25,玉井,大埔
TNN1126,Tainan,綠26,玉井,甲仙
TNN1127,Tainan,綠27,玉井,南化
TNN1200,Tainan,藍幹線,安工區,佳里
TNN1201,Tainan,藍1,佳里,南鯤鯓
TNN1202,Tainan,藍2,佳里,南鯤鯓
TNN1203,Tainan,藍3,佳里,蘆竹溝
TNN1210,Tainan,藍10,佳里,將軍漁港
TNN1211,Tainan,藍11,佳里,青鯤鯓
TNN1212,Tainan,藍12,佳里,青鯤鯓
TNN1213,Tainan,藍13,佳里,西寮
TNN1220,Tainan,藍20,佳里,馬沙溝遊憩區
TNN1221,Tainan,藍21,佳里,九塊厝
TNN1222,Tainan,藍22,佳里,九塊厝
TNN1223,Tainan,藍23,安工區,九塊厝
TNN1224,Tainan,藍24,安工區,青草里
TNN1225,Tainan,藍25,佳里,科工區
TNN1300,Tainan,棕幹線,新營,佳里
TNN1301,Tainan,棕1,新營,雙春北門
TNN1302,Tainan,棕2,新營,下中
TNN1303,Tainan,棕3,新營,南港里
TNN1310,Tainan,棕10,學甲,麻豆
TNN1311,Tainan,棕11,學甲,頑皮世界
TNN1400,Tainan,橘幹線,佳里,玉井
TNN1401,Tainan,橘1,善化轉運站,蒙正
TNN1402,Tainan,橘2,胡厝寮,大內
TNN1403,Tainan,橘3,善化轉運站,和順臺南
TNN1404,Tainan,橘4,善化轉運站,烏山頭水庫
TNN1405,Tainan,橘5,善化轉運站,六甲
TNN1409,Tainan,橘9,佳里站,高鐵嘉義站
TNN1410,Tainan,橘10,大地莊園,南藝大
TNN1411,Tainan,橘11,下營公所,和順臺南
TNN1412,Tainan,橘12,麻豆,臺南
TNN1420,Tainan,橘20,大內,玉井
TNN1500,Tainan,黃幹線,白河,新營麻豆
TNN1501,Tainan,黃1,新營,柳營六甲
TNN1502,Tainan,黃2,新營,王爺宮
TNN1503,Tainan,黃3,新營,果毅後
TNN1504,Tainan,黃4,新營,六甲
TNN1505,Tainan,黃5,新營,下營
TNN1506,Tainan,黃6,新營,後壁
TNN1507,Tainan,黃7,新營,青山
TNN1509,Tainan,黃9,新營站,高鐵嘉義站
TNN1510,Tainan,黃10,後壁,六重溪
TNN1511,Tainan,黃11,白河,青山
TNN1512,Tainan,黃12,白河,關子嶺
TNN1513,Tainan,黃13,白河,南寮
TNN1514,Tainan,黃14,白河,三層崎
TNN1515,Tainan,黃15,白河,詔安厝
TNN1516,Tainan,黃16,白河商工,隆田
TNN1520,Tainan,黃20,麻豆,林鳳營
TNN1600,Tainan,紅幹線,安工區,關廟龍崎
TNN1601,Tainan,紅1,臺南轉運站,關廟
TNN1602,Tainan,紅2,臺南轉運站,關廟
TNN1603,Tainan,紅3,臺南轉運站,關廟
TNN1604,Tainan,紅4,臺南轉運站,奇美博物館
TNN1610,Tainan,紅10,關廟,奇美醫院
TNN1611,Tainan,紅11,關廟,牛埔農塘
TNN1613,Tainan,紅13,關廟,阿蓮
TNN1614,Tainan,紅14,關廟,長榮大學
TNN1701,Tainan,綠20 小黃公車,玉井,永興吊橋
TNN1702,Tainan,綠20-1 小黃公車,玉井,虎頭山
TNN1703,Tainan,綠21 小黃公車,玉井,龜丹油礦
TNN1704,Tainan,黃14-1 小黃公車,白河,甘宅內角
TNN1705,Tainan,黃15 小黃公車,白河,詔安厝
TNN1706,Tainan,綠28 小黃公車,左鎮果菜市場,草山里活動中心
TNN1707,Tainan,黃10-1 小黃公車,白河,檳榔腳
TNN1708,Tainan,黃12-1 小黃公車,白河,福顯宮
TNN1709,Tainan,紅11 小黃公車,關廟,牛埔農塘
TNN1710,Tainan,紅12 小黃公車,關廟,烏山頭
TNN1711,Tainan,紅13 小黃公車,關廟,阿蓮
TNN1801,Tainan,紅3-1,保安轉運站,奇美環線
TNN1802,Tainan,黃6-1,新營,白河
TNN1803,Tainan,77-1,安平漁人碼頭,安平環線
TNN1804,Tainan,綠20-1,玉井,虎頭山
TNN1805,Tainan,黃12-2,關子嶺,假日公車
TNN1806,Tainan,黃14-1,白河,甘宅內角
TNN1807,Tainan,橘10-1,麻豆轉運站,勞動力發展署
TNN1808,Tainan,橘4-1,善化轉運站,勞動力發展署
TNN1809,Tainan,黃11-1,白河,東原國中
TNN1810,Tainan,棕3-1,新營,鐵線里
TNN1811,Tainan,77-2,安平漁人碼頭,興達港觀光魚市
TNN1813,Tainan,黃11-2,白河,橫路休息站
TNN1814,Tainan,橘11-1,下營、麻豆,臺南轉運站
TNN1815,Tainan,黃16-1,白河站,高鐵嘉義站
TNN1816,Tainan,橘9-1,佳里站,高鐵嘉義站
TNN1817,Tainan,綠10-1,新化,左鎮化石園區
TNN1818,Tainan,山博行假日公車,左鎮化石園區,南瀛天文園區
TNN1901,Tainan,雙層巴士,臺南火車站,臺南火車站
TNN9111,Tainan,111,小西門,高雄國際航空站
KHH100,Kaohsiung,100百貨幹線,瑞豐站,高雄火車站
KHH11,Kaohsiung,11,瑞豐站,捷運鹽埕埔站
KHH1111,Kaohsiung,JOY公車H11A,寶來7-11,長庚醫院
KHH112,Kaohsiung,JOY公車H12,桃源區公所,高醫
KHH1121,Kaohsiung,JOY公車H21區間(那瑪夏-甲仙站),那瑪夏區公所,甲仙站
KHH1122,Kaohsiung,JOY公車H21區間(甲仙站-旗山),甲仙站,旗山轉運站
KHH1123,Kaohsiung,JOY公車H21區間,旗山轉運站,溪洲
KHH114,Kaohsiung,205中華幹線,加昌站,輕軌夢時代站
KHH115,Kaohsiung,205中華幹線區間車,加昌站,高雄火車站
KHH116,Kaohsiung,紅9A旗津幹線,前鎮站,旗津輪渡站
KHH1161,Kaohsiung,紅9B假日觀光公車(延駛旗津漁港),旗津海水浴場,旗津海岸公園
KHH1162,Kaohsiung,紅9C假日觀光公車,旗津海水浴場,旗津海岸公園
KHH12,Kaohsiung,12A,小港站,高雄火車站
KHH121,Kaohsiung,12C(延駛經大坪頂),小港站,高雄火車站
KHH122,Kaohsiung,88建國幹線,黃埔公園,捷運鹽埕埔站
KHH1221,Kaohsiung,88建國幹線(延駛市議會),捷運衛武營站,捷運鹽埕埔站
KHH123,Kaohsiung,12B(去程不繞駛飛機路),小港站,高雄火車站
KHH131,Kaohsiung,JOY公車H31,多納,旗山轉運站
KHH132,Kaohsiung,JOY公車H11區間(六龜-寶來),六龜新站,寶來
KHH133,Kaohsiung,JOY公車H11區間(六龜-桃源),六龜新站,桃源
KHH1421,Kaohsiung,0南,金獅湖站,捷運鹽埕埔站
KHH1431,Kaohsiung,0北,金獅湖站,捷運鹽埕埔站
KHH15,Kaohsiung,15,前鎮站,前鎮高中
KHH151,Kaohsiung,15公車式小黃,小港站,前鎮站
KHH16,Kaohsiung,16A(假日去程部分班次延駛高雄靈糧堂),警廣站,鼎金國小
KHH160,Kaohsiung,橘7A(延駛大樹衛生所),捷運衛武營站,大樹衛生所
KHH1601,Kaohsiung,橘7A(不延駛),捷運衛武營站,舊鐵橋濕地
KHH1602,Kaohsiung,橘7A(去程放空),,
KHH161,Kaohsiung,16A繞(1700-2150繞文信路口),警廣站,鼎金國小
KHH162,Kaohsiung,16B(假日去程部分班次延駛高雄靈糧堂),警廣站,鼎金國小
KHH179,Kaohsiung,紅2A,小港站,鳳鼻頭港
KHH1791,Kaohsiung,紅2B(延駛職訓中心),小港站,鳳鼻頭港
KHH1792,Kaohsiung,紅2C(直達車),小港站,鳳鼻頭港
KHH2061,Kaohsiung,168環西幹線,金獅湖站,輕軌夢時代站
KHH2071,Kaohsiung,168環東幹線,金獅湖站,輕軌夢時代站
KHH210,Kaohsiung,紅35A,金獅湖站,捷運凹子底站
KHH2101,Kaohsiung,紅35B,金獅湖站,捷運凹子底站
KHH2102,Kaohsiung,紅35A(繞崇實社區),金獅湖站,捷運凹子底站
KHH211,Kaohsiung,紅3A林園幹線(行經鳳鳴國小),小港站,林園區公所
